                  上证指数 (999999)
      时间	    开盘	    最高	    最低	    收盘	         成交量	
 2019/05/28-14:37	 2895.22	 2896.44	 2894.87	 2896.36	         129933	
 2019/05/28-14:38	 2895.87	 2896.79	 2895.84	 2896.28	          95200	
 2019/05/28-14:39	 2895.92	 2896.01	 2894.90	 2894.99	          92679	
 2019/05/28-14:40	 2894.52	 2894.52	 2892.74	 2893.59	         116909	
 2019/05/28-14:41	 2893.41	 2893.41	 2891.35	 2893.19	         138697	
 2019/05/28-14:42	 2893.29	 2893.29	 2891.85	 2892.15	         117582	
 2019/05/28-14:43	 2892.78	 2892.78	 2890.93	 2891.12	         117674	
 2019/05/28-14:44	 2890.43	 2890.43	 2887.87	 2887.87	         143089	
 2019/05/28-14:45	 2888.15	 2888.51	 2887.20	 2888.01	         154376	
 2019/05/28-14:46	 2888.33	 2888.98	 2888.09	 2888.98	         146084	
 2019/05/28-14:47	 2888.60	 2890.62	 2888.60	 2889.76	         120682	
 2019/05/28-14:48	 2890.59	 2890.59	 2889.72	 2890.53	         113372	
 2019/05/28-14:49	 2890.54	 2890.54	 2889.44	 2889.63	         114899	
 2019/05/28-14:50	 2889.52	 2889.79	 2888.84	 2889.41	         135505	
 2019/05/28-14:51	 2889.04	 2889.31	 2888.19	 2888.68	         145578	
 2019/05/28-14:52	 2888.71	 2888.79	 2887.86	 2888.10	         131296	
 2019/05/28-14:53	 2887.60	 2888.32	 2887.49	 2887.63	         148707	
 2019/05/28-14:54	 2888.33	 2889.31	 2887.51	 2889.19	         158402	
 2019/05/28-14:55	 2889.57	 2892.13	 2889.57	 2892.10	         162072	
 2019/05/28-14:56	 2892.67	 2894.43	 2892.67	 2892.69	         191047	
 2019/05/28-14:57	 2893.70	 2897.52	 2893.70	 2897.52	         162955	
 2019/05/28-14:58	 2898.02	 2898.13	 2898.02	 2898.13	          11652	
 2019/05/28-14:59	 2898.13	 2898.13	 2898.13	 2898.13	              0	
 2019/05/28-15:00	 2901.06	 2909.91	 2901.06	 2909.91	         779821	
数据来源:通达信
