                  上证指数 (999999)
      时间	    开盘	    最高	    最低	    收盘	         成交量	
 2020/02/04-14:35	 2776.93	 2778.43	 2776.75	 2778.28	         100486	
 2020/02/04-14:36	 2778.31	 2779.61	 2778.26	 2779.61	          97068	
 2020/02/04-14:37	 2779.89	 2780.81	 2779.67	 2780.81	          95820	
 2020/02/04-14:38	 2780.92	 2781.70	 2780.47	 2781.70	         102026	
 2020/02/04-14:39	 2781.82	 2783.03	 2781.33	 2783.03	         109900	
 2020/02/04-14:40	 2782.72	 2782.72	 2781.31	 2781.31	         101479	
 2020/02/04-14:41	 2781.89	 2781.89	 2780.57	 2781.65	         108747	
 2020/02/04-14:42	 2781.05	 2781.94	 2780.60	 2780.60	         106096	
 2020/02/04-14:43	 2780.06	 2781.52	 2780.06	 2780.59	         117306	
 2020/02/04-14:44	 2780.28	 2780.75	 2779.70	 2779.96	         111149	
 2020/02/04-14:45	 2780.39	 2780.81	 2779.57	 2780.53	         110765	
 2020/02/04-14:46	 2780.50	 2780.64	 2779.82	 2779.98	         127031	
 2020/02/04-14:47	 2780.74	 2780.74	 2779.77	 2780.26	         122031	
 2020/02/04-14:48	 2780.29	 2781.15	 2780.14	 2780.47	         122886	
 2020/02/04-14:49	 2780.73	 2780.73	 2780.04	 2780.57	         126897	
 2020/02/04-14:50	 2780.36	 2780.86	 2780.23	 2780.81	         128856	
 2020/02/04-14:51	 2781.27	 2782.30	 2781.07	 2782.28	         150532	
 2020/02/04-14:52	 2781.94	 2783.25	 2781.93	 2782.22	         154137	
 2020/02/04-14:53	 2782.95	 2783.37	 2781.93	 2783.06	         158325	
 2020/02/04-14:54	 2782.65	 2783.15	 2782.24	 2782.84	         160576	
 2020/02/04-14:55	 2782.40	 2783.48	 2782.24	 2783.41	         168263	
 2020/02/04-14:56	 2783.04	 2783.69	 2782.71	 2783.44	         181010	
 2020/02/04-14:57	 2783.13	 2784.70	 2783.13	 2784.70	         202473	
 2020/02/04-14:58	 2784.56	 2784.58	 2784.56	 2784.58	           6314	
 2020/02/04-14:59	 2784.58	 2784.58	 2784.58	 2784.58	              0	
 2020/02/04-15:00	 2783.67	 2783.67	 2783.29	 2783.29	         334544	
数据来源:通达信
